"ISIN";"StockExchange";"Symbol"
"INE255D01024";"NSE";"GULPOLY"
"INE255X01014";"BSE";"542597"
"INE255X01014";"NSE";"MSTCLTD"
"INE255Z01019";"NSE";"E2E"
"INE256A01028";"BSE";"505537"
"INE256A01028";"NSE";"ZEEL"
"INE256C01024";"BSE";"532356"
"INE256C01024";"NSE";"TRIVENI"
"INE256H01015";"BSE";"532707"
"INE256H01015";"NSE";"DYNPRO"
"INE256Z01017";"BSE";"541303"
"INE256Z01025";"NSE";"AKSHAR"
"INE257A01026";"BSE";"500103"
"INE257A01026";"NSE";"BHEL"
"INE258A01016";"BSE";"500048"
"INE258A01016";"NSE";"BEML"
"INE258B01022";"BSE";"531599"
"INE258B01022";"NSE";"FDC"
"INE258G01013";"BSE";"542920"
"INE258G01013";"NSE";"SUMICHEM"
"INE258Y01016";"NSE";"LGHL"
"INE259A01022";"BSE";"500830"
"INE259A01022";"NSE";"COLPAL"
"INE260B01028";"BSE";"500163"
"INE260B01028";"NSE";"GODFRYPHLP"
"INE260D01016";"BSE";"532439"
"INE260D01016";"NSE";"OLECTRA"
"INE262A01018";"BSE";"500191"
"INE262A01018";"NSE";"HMT"
"INE262H01013";"BSE";"533179"
"INE262H01021";"NSE";"PERSISTENT"
"INE262Z01023";"NSE";"LATTEYS"
"INE263A01024";"BSE";"500049"
"INE263A01024";"NSE";"BEL"
"INE263M01029";"NSE";"RUSTOMJEE"
"INE263W01010";"NSE";"MAHESHWARI"
"INE264T01014";"BSE";"540710"
"INE264T01014";"NSE";"CAPACITE"
"INE265F01028";"BSE";"532700"
"INE265F01028";"NSE";"ENIL"
"INE266D01021";"BSE";"505710"
"INE266F01018";"BSE";"532475"
"INE266F01018";"NSE";"APTECHT"
"INE266Y01019";"NSE";"DPABHUSHAN"
"INE267A01025";"BSE";"500188"
"INE267A01025";"NSE";"HINDZINC"
"INE267I01010";"BSE";"533163"
"INE267I01010";"NSE";"ARSSINFRA"
"INE268B01013";"BSE";"524518"
"INE268B01013";"NSE";"KREBSBIO"
"INE268H01044";"NSE";"NAVKARURB"
"INE268L01046";"NSE";"SHEKHAWATI"
"INE269A01021";"BSE";"532221"
"INE269A01021";"NSE";"SONATSOFTW"
"INE269B01029";"BSE";"500252"
"INE269B01029";"NSE";"LMW"
"INE270A01029";"BSE";"521070"
"INE270A01029";"NSE";"ALOKTEXT"
"INE270I01014";"BSE";"516072"
"INE270I01022";"NSE";"VISHNU"
"INE271B01025";"BSE";"500265"
"INE271B01025";"NSE";"MAHSEAMLES"
"INE271C01023";"BSE";"532868"
"INE271C01023";"NSE";"DLF"
"INE272L01022";"BSE";"533298"
"INE272L01022";"NSE";"SURANASOL"
"INE273D01019";"BSE";"514274"
"INE273D01019";"NSE";"AARVEEDEN"
"INE274C01019";"BSE";"505412"
"INE274C01019";"NSE";"WENDT"
"INE274F01020";"BSE";"505533"
"INE274F01020";"NSE";"WESTLIFE"
"INE274G01010";"BSE";"532960"
"INE274G01010";"NSE";"DHANI"
"INE274J01014";"BSE";"533106"
"INE274J01014";"NSE";"OIL"
"INE274V01019";"BSE";"540425"
"INE274V01019";"NSE";"SHANKARA"
"INE274Y01021";"NSE";"AJAXENGG"
"INE275B01026";"BSE";"509820"
"INE275B01026";"NSE";"HUHTAMAKI"
"INE275D01022";"BSE";"506248"
"INE275D01022";"NSE";"AMNPLST"
"INE276A01018";"BSE";"509557"
"INE276A01018";"NSE";"GARFIBRES"
"INE276C01014";"BSE";"523127"
"INE276C01014";"NSE";"EIHAHOTELS"
"INE276G01015";"BSE";"530355"
"INE276G01015";"NSE";"ASIANENE"
"INE277A01016";"BSE";"500407"
"INE277A01016";"NSE";"SWARAJENG"
"INE277B01014";"BSE";"506618"
"INE277B01014";"NSE";"PUNJABCHEM"
"INE277C01012";"NSE";"REGENCERAM"
"INE278B01020";"BSE";"500356"
"INE278B01020";"NSE";"RAMANEWS"
"INE278G01037";"BSE";"532640"
"INE278G01037";"NSE";"CYBERMEDIA"
"INE278H01035";"BSE";"541163"
"INE278H01035";"NSE";"SANDHAR"
"INE278M01019";"BSE";"539332"
"INE278M01019";"NSE";"NAVKARCORP"
"INE278R01034";"NSE";"DHARAN"
"INE278Y01022";"NSE";"CAMPUS"
"INE279A01012";"BSE";"504212"
"INE279A01012";"NSE";"UNIVCABLES"
"INE280A01028";"BSE";"500114"
"INE280A01028";"NSE";"TITAN"
"INE280H01015";"BSE";"532841"
"INE280H01015";"NSE";"SAHYADRI"
"INE281A01026";"BSE";"500083"
"INE281A01026";"NSE";"CENTEXT"
"INE281B01032";"BSE";"512455"
"INE281B01032";"NSE";"LLOYDSME"
"INE283A01014";"NSE";"PRECOT"
"INE283H01019";"BSE";"532699"
"INE283H01019";"NSE";"ROHLTD"
"INE284A01012";"BSE";"500133"
"INE284A01012";"NSE";"ESABINDIA"
"INE284H01025";"NSE";"DAMCAPITAL"
"INE284S01014";"NSE";"SJS"
"INE285A01027";"BSE";"522074"
"INE285A01027";"NSE";"ELGIEQUIP"
"INE285B01017";"BSE";"500285"
"INE285B01017";"NSE";"SPICEJET"
"INE285H01022";"BSE";"532759"
"INE285H01022";"NSE";"ATLANTAA"
"INE285J01028";"BSE";"540673"
"INE285J01028";"NSE";"SIS"
"INE285K01026";"BSE";"542141"
"INE285K01026";"NSE";"TECHNOE"
"INE286H01012";"BSE";"532721"
"INE286H01012";"NSE";"VISASTEEL"
"INE287B01021";"BSE";"517168"
"INE287B01021";"NSE";"SUBROS"
"INE287C01037";"NSE";"MICEL"
"INE287Z01012";"BSE";"541546"
"INE287Z01012";"NSE";"GAYAHWS"
"INE288A01013";"BSE";"500266"
"INE288A01013";"NSE";"MAHSCOOTER"
"INE288B01029";"BSE";"506401"
"INE288B01029";"NSE";"DEEPAKNTR"
"INE289A01011";"BSE";"519136"
"INE289A01011";"NSE";"NAHARINDUS"
"INE289B01019";"BSE";"511676"
"INE289B01019";"NSE";"GICHSGFIN"
"INE289C01025";"BSE";"511559"
"INE289C01025";"NSE";"TEAMGTY"
"INE290A01027";"BSE";"500296"
"INE290A01027";"NSE";"NAHARSPING"
"INE290S01011";"NSE";"CARTRADE"
"INE291A01017";"BSE";"500655"
"INE291A01017";"NSE";"GRWRHITECH"
"INE291D01011";"BSE";"532054"
"INE291D01011";"NSE";"KDDL"
"INE291W01037";"NSE";"GLOBAL"
"INE292B01021";"BSE";"517271"
"INE292B01021";"NSE";"HBLENGINE"
"INE293A01013";"BSE";"500366"
"INE293A01013";"NSE";"ROLTA"
"INE293B01029";"BSE";"531322"
"INE293B01029";"NSE";"HAVISHA"
"INE294A01037";"BSE";"500102"
"INE294B01019";"BSE";"505192"
"INE294B01019";"NSE";"SMLISUZU"
"INE294G01026";"BSE";"533093"
"INE294G01026";"NSE";"ROML"
"INE294Z01018";"BSE";"542460"
"INE294Z01018";"NSE";"ANUP"
"INE295A01018";"BSE";"508906"
"INE295A01018";"NSE";"EVERESTIND"
"INE295D01020";"BSE";"524709"
"INE295D01020";"NSE";"NACLIND"
"INE295F01017";"BSE";"517421"
"INE295F01017";"NSE";"BUTTERFLY"
"INE296A01024";"BSE";"500034"
"INE296A01032";"NSE";"BAJFINANCE"
"INE296C01020";"BSE";"507910"
"INE296C01020";"NSE";"FIBERWEB"
"INE296G01013";"BSE";"511766"
"INE296G01013";"NSE";"MUTHOOTCAP"
"INE296H01011";"BSE";"532737"
"INE296H01011";"NSE";"EMKAY"
"INE297H01019";"BSE";"532726"
"INE297H01019";"NSE";"GALLANTT"
"INE298A01020";"BSE";"500480"
"INE298A01020";"NSE";"CUMMINSIND"
"INE298G01027";"BSE";"513349"
"INE298G01027";"NSE";"AJMERA"
"INE298I01015";"BSE";"532935"
"INE298I01015";"NSE";"ARIES"
"INE298J01013";"BSE";"540767"
"INE298J01013";"NSE";"NAM-INDIA"
"INE299N01021";"NSE";"WAAREERTL"
"INE299U01018";"BSE";"539876"
"INE299U01018";"NSE";"CROMPTON"
"INE301A01014";"BSE";"500330"
"INE301A01014";"NSE";"RAYMOND"
"INE301D01026";"BSE";"503169"
"INE301D01026";"NSE";"RUBYMILLS"
"INE302A01020";"BSE";"500086"
"INE302A01020";"NSE";"EXIDEIND"
"INE303A01010";"BSE";"500089"
"INE303A01010";"NSE";"DICIND"
"INE303R01014";"BSE";"543278"
"INE303R01014";"NSE";"KALYANKJIL"
"INE304A01026";"BSE";"500460"
"INE304A01026";"NSE";"MUKANDLTD"
"INE304W01038";"NSE";"BLUESTONE"
"INE305A01015";"BSE";"526650"
"INE305A01015";"NSE";"TFCILTD"
"INE305C01029";"BSE";"524820"
"INE305C01029";"NSE";"PANAMAPET"
"INE306A01021";"BSE";"500032"
"INE306A01021";"NSE";"BAJAJHIND"
"INE306C01019";"BSE";"532219"
"INE306C01019";"NSE";"ENERGYDEV"
"INE306L01010";"BSE";"539678"
"INE306L01010";"NSE";"QUICKHEAL"
"INE306R01017";"BSE";"538835"
"INE306R01017";"NSE";"INTELLECT"
"INE308A01027";"BSE";"523391"
"INE308A01027";"NSE";"NAHARPOLY"
"INE308E01029";"BSE";"505590"
"INE308E01029";"NSE";"SVPGLOB"
"INE309M01012";"BSE";"514354"
"INE309M01020";"NSE";"PREMIERPOL"
"INE310A01015";"BSE";"523385"
"INE310A01015";"NSE";"NILKAMAL"
"INE310C01029";"BSE";"509635"
"INE310C01029";"NSE";"HINDCOMPOS"
"INE312C01025";"BSE";"524470"
"INE312C01025";"NSE";"SYNCOMF"
"INE312H01016";"BSE";"532706"
"INE314C01013";"BSE";"521034"
"INE314C01013";"NSE";"SOMATEX"
"INE314G01014";"BSE";"513509"
"INE314G01014";"NSE";"KALYANIFRG"
"INE314T01025";"BSE";"539725"
"INE314T01025";"NSE";"GOKULAGRO"
"INE316L01019";"BSE";"539799"
"INE316L01019";"NSE";"BHARATWIRE"
"INE317F01035";"BSE";"505355"
"INE317F01035";"NSE";"NESCO"
"INE317I01021";"NSE";"METROBRAND"
"INE318A01026";"BSE";"500331"
"INE318A01026";"NSE";"PIDILITIND"
"INE318D01020";"NSE";"ZENITHSTL"
"INE319B01014";"BSE";"531373"
"INE319B01014";"NSE";"BYKE"
"INE319Y01024";"NSE";"TIRUPATIFL"
"INE320B01020";"BSE";"517544"
"INE320B01020";"NSE";"CENTUM"
"INE320J01015";"BSE";"541556"
"INE320J01015";"NSE";"RITES"
"INE320L01011";"BSE";"533336"
"INE320L01011";"NSE";"DHUNINV"
"INE320X01016";"BSE";"540679"
"INE320X01016";"NSE";"SMSLIFE"
"INE321D01016";"BSE";"506579"
"INE321T01012";"NSE";"DOMS"
"INE322A01010";"BSE";"507815"
"INE322A01010";"NSE";"GILLETTE"
"INE323A01026";"BSE";"500530"
"INE323A01026";"NSE";"BOSCHLTD"
"INE323B01024";"NSE";"AVONMORE"
"INE323C01030";"BSE";"504741"
"INE323C01030";"NSE";"INDIANHUME"
"INE323I01011";"BSE";"532891"
"INE323I01011";"NSE";"PURVA"
"INE323J01019";"BSE";"533001"
"INE323J01019";"NSE";"SOMICONVEY"
"INE324A01024";"BSE";"500378"
"INE324A01032";"NSE";"JINDALSAW"
"INE324L01013";"BSE";"533284"
"INE324L01013";"NSE";"RPPINFRA"
"INE324X01026";"NSE";"SARVESHWAR"
"INE325A01013";"BSE";"522113"
"INE325A01013";"NSE";"TIMKEN"
"INE325C01035";"BSE";"541403"
"INE325C01035";"NSE";"DOLLAR"
"INE325D01025";"NSE";"SINDHUTRAD"
"INE326A01037";"BSE";"500257"
"INE326A01037";"NSE";"LUPIN"
"INE326B01027";"BSE";"531400"
"INE326B01035";"NSE";"ALMONDZ"
"INE326T01011";"NSE";"NIRAJISPAT"
"INE330H01018";"BSE";"532712"
"INE330H01018";"NSE";"RCOM"
"INE330T01021";"NSE";"HAPPYFORGE"
"INE331A01037";"BSE";"500260"
"INE331A01037";"NSE";"RAMCOCEM"
"INE332A01027";"BSE";"500413"
"INE332A01027";"NSE";"THOMASCOOK"
"INE332H01014";"BSE";"532717"
"INE332H01014";"NSE";"INDOTECH"
"INE334A01023";"BSE";"530759"
"INE334A01023";"NSE";"STERTOOLS"
"INE334L01012";"BSE";"539874"
"INE335A01012";"BSE";"500336"
"INE335A01020";"NSE";"SURYAROSNI"
"INE335K01011";"BSE";"539436"
"INE335K01011";"NSE";"COFFEEDAY"
"INE335W01016";"BSE";"540647"
"INE335W01016";"NSE";"GANGESSECU"
"INE335Y01020";"NSE";"IRCTC"
"INE336H01023";"BSE";"532767"
"INE336H01023";"NSE";"GAYAPROJ"
"INE336X01012";"NSE";"TOTAL"
"INE337A01034";"BSE";"500250"
"INE337A01034";"NSE";"LGBBROSLTD"
"INE337M01013";"BSE";"533676"
"INE337M01021";"NSE";"INDOTHAI"
"INE338A01024";"BSE";"500412"
"INE338A01024";"NSE";"TIRUMALCHM"
"INE338D01028";"BSE";"524370"
"INE338D01028";"NSE";"BODALCHEM"
"INE338H01029";"NSE";"CONCORDBIO"
"INE338I01027";"BSE";"532892"
"INE338I01027";"NSE";"MOTILALOFS"
"INE340A01012";"BSE";"500335"
"INE340A01012";"NSE";"BIRLACORPN"
"INE341R01014";"BSE";"538902"
"INE341R01014";"NSE";"DTIL"
"INE342A01018";"BSE";"500540"
"INE342A01018";"NSE";"PREMIER"
"INE342G01023";"NSE";"NIITMTS"
"INE342J01019";"BSE";"533023"
"INE342J01019";"NSE";"ZFCVINDIA"
"INE343B01030";"BSE";"531500"
"INE343B01030";"NSE";"RAJESHEXPO"
"INE343G01021";"NSE";"BHARTIHEXA"
"INE343H01029";"BSE";"532725"
"INE343H01029";"NSE";"SOLARINDS"
"INE344S01016";"NSE";"INFOBEAN"
"INE344T01014";"BSE";"539399"
"INE344T01014";"NSE";"BELLACASA"
"INE345A01011";"BSE";"500186"
"INE345A01011";"NSE";"HINDOILEXP"
"INE345B01019";"BSE";"532413"
"INE345B01019";"NSE";"CEREBRAINT"
"INE345H01024";"NSE";"CIFL"
"INE346W01013";"BSE";"540692"
"INE346W01013";"NSE";"APEX"
"INE347A01017";"BSE";"502157"
"INE347A01017";"NSE";"MANGLMCEM"
"INE347G01014";"BSE";"532522"
"INE347G01014";"NSE";"PETRONET"
"INE347W01011";"BSE";"540650"
"INE347W01011";"NSE";"MAGADSUGAR"
"INE348A01023";"BSE";"527001"
"INE348A01023";"NSE";"ASHAPURMIN"
"INE348B01021";"BSE";"532548"
"INE348B01021";"NSE";"CENTURYPLY"
"INE348L01012";"BSE";"540749"
"INE348L01012";"NSE";"MASFIN"
"INE349A01021";"BSE";"530367"
"INE349A01021";"NSE";"NRBBEARING"
"INE349W01017";"BSE";"540649"
"INE349W01017";"NSE";"AVADHSUGAR"
"INE349Y01013";"NSE";"IDEAFORGE"
"INE350C01017";"BSE";"530135"
"INE350C01017";"NSE";"OPTIEMUS"
"INE350H01032";"BSE";"532719"
"INE350H01032";"NSE";"BLKASHYAP"
"INE350Z01018";"BSE";"542351"
"INE350Z01018";"NSE";"GLOSTERLTD"
"INE351A01035";"BSE";"506690"
"INE351A01035";"NSE";"UNICHEMLAB"
"INE351F01018";"BSE";"532627"
"INE351F01018";"NSE";"JPPOWER"
"INE353A01023";"BSE";"500189"
"INE353A01023";"NSE";"NDLVENTURE"
"INE353H01010";"BSE";"532730"
"INE353H01010";"NSE";"SGL"
"INE353K01014";"BSE";"532189"
"INE353K01014";"NSE";"ITDC"
"INE354C01027";"BSE";"530803"
"INE354C01027";"NSE";"BHAGERIA"
"INE355A01028";"BSE";"531548"
"INE355A01028";"NSE";"SOMANYCERA"
"INE356A01018";"BSE";"526299"
"INE356A01018";"NSE";"MPHASIS"
"INE358A01014";"BSE";"500488"
"INE358A01014";"NSE";"ABBOTINDIA"
"INE358U01012";"NSE";"ZOTA"
"INE359U01010";"BSE";"539841"
"INE360C01024";"NSE";"DPSCLTD"
"INE360L01017";"BSE";"533296"
"INE360L01017";"NSE";"FMNL"
"INE361B01024";"BSE";"532488"
"INE361B01024";"NSE";"DIVISLAB"
"INE362A01016";"NSE";"PVP"
"INE363A01022";"BSE";"500023"
"INE363A01022";"NSE";"ASIANHOTNR"
"INE363M01019";"BSE";"538685"
"INE363M01019";"NSE";"SHEMAROO"
"INE363W01018";"BSE";"540621"
"INE364A01020";"BSE";"509715"
"INE364A01020";"NSE";"JAYSREETEA"
"INE364U01010";"BSE";"541450"
"INE364U01010";"NSE";"ADANIGREEN"
"INE364Z01019";"NSE";"REPL"
"INE365B01017";"BSE";"532528"
"INE365B01017";"NSE";"DATAMATICS"
"INE365D01021";"BSE";"523716"
"INE365D01021";"NSE";"ASHIANA"
"INE365I01020";"NSE";"NBIFIN"
"INE366A01041";"BSE";"532610"
"INE366A01041";"NSE";"DWARKESH"
"INE366I01010";"BSE";"539118"
"INE366I01010";"NSE";"VRLLOG"
"INE367G01038";"BSE";"532748"
"INE367G01038";"NSE";"PFOCUS"
"INE368I01016";"BSE";"532986"
"INE368I01016";"NSE";"NIRAJ"
"INE368U01029";"NSE";"UNITEDPOLY"
"INE369A01029";"BSE";"500650"
"INE369A01029";"NSE";"EXCELINDUS"
"INE369C01017";"NSE";"NORBTEAEXP"
"INE369I01014";"BSE";"532907"
"INE369I01014";"NSE";"IL&FSENGG"
"INE370D01013";"BSE";"514418"
"INE370D01013";"NSE";"MANORG"
"INE370E01029";"BSE";"506146"
"INE370E01029";"NSE";"VIVIDHA"
"INE371A01025";"BSE";"509488"
"INE371A01025";"NSE";"GRAPHITE"
"INE371C01013";"BSE";"524570"
"INE371C01013";"NSE";"PODDARMENT"
"INE371P01015";"BSE";"540902"
"INE371P01015";"NSE";"AMBER"
"INE372A01015";"BSE";"532259"
"INE372A01015";"NSE";"APARINDS"
"INE372C01037";"NSE";"PRECWIRE"
"INE373A01013";"BSE";"500042"
"INE373A01013";"NSE";"BASF"
"INE374B01019";"BSE";"532357"
"INE374B01019";"NSE";"MUKTAARTS"
"INE375Y01018";"NSE";"RELIABLE"
"INE376C01020";"BSE";"521082"
"INE376G01013";"BSE";"532523"
"INE376G01013";"NSE";"BIOCON"
"INE377E01016";"BSE";"501831"
"INE377E01024";"NSE";"COASTCORP"
"INE377N01017";"NSE";"WAAREEENER"
"INE377Y01014";"NSE";"BAJAJHFL"
"INE378D01032";"BSE";"531497"
"INE378D01032";"NSE";"MADHUCON"
"INE379A01028";"NSE";"ITCHOTELS"
"INE382M01027";"BSE";"543283"
"INE382M01027";"NSE";"BARBEQUE"
"INE382T01030";"NSE";"GVPTECH"
"INE382Z01011";"BSE";"542011"
"INE382Z01011";"NSE";"GRSE"
"INE383A01012";"BSE";"530005"
"INE383A01012";"NSE";"INDIACEM"
"INE383H01017";"BSE";"532728"
"INE383H01017";"NSE";"MALUPAPER"
"INE384A01010";"BSE";"505800"
"INE384A01010";"NSE";"RANEHOLDIN"
"INE384C01016";"BSE";"522108"
"INE384C01016";"NSE";"YUKEN"
"INE385C01013";"BSE";"504614"
"INE385C01021";"NSE";"SARDAEN"
"INE385I01010";"BSE";"532878"
"INE385I01010";"NSE";"ALPA"
"INE385W01011";"BSE";"540701"
"INE385W01011";"NSE";"DCAL"
"INE386A01015";"BSE";"520113"
"INE386A01023";"NSE";"VESUVIUS"
"INE386C01029";"BSE";"532493"
"INE386C01029";"NSE";"ASTRAMICRO"
"INE386D01027";"BSE";"513097"
"INE386D01027";"NSE";"SBCL"
"INE387A01021";"BSE";"500403"
"INE387A01021";"NSE";"SUNDRMFAST"
"INE387I01016";"BSE";"532896"
"INE387I01016";"NSE";"MAGNUM"
"INE388A01029";"BSE";"500153"
"INE388A01029";"NSE";"GANESHBE"
"INE388G01018";"BSE";"532738"
"INE388G01026";"NSE";"TICL"
"INE388Y01029";"NSE";"NYKAA"
"INE389C01015";"BSE";"539400"
"INE389C01015";"NSE";"MALLCOM"
"INE389H01022";"BSE";"532714"
"INE389H01022";"NSE";"KEC"
"INE389K01018";"BSE";"533252"
"INE389K01018";"NSE";"WELINV"
"INE390G01014";"BSE";"533761"
"INE390G01014";"NSE";"GPTINFRA"
"INE390H01012";"BSE";"532741"
"INE390H01020";"NSE";"KAMDHENU"
"INE391D01019";"BSE";"505854"
"INE391D01019";"NSE";"TRF"
"INE391J01032";"NSE";"JTLIND"
"INE392A01013";"BSE";"509055"
"INE392A01021";"NSE";"VISAKAIND"
"INE392B01011";"BSE";"532387"
"INE392B01011";"NSE";"PNC"
"INE393A01011";"BSE";"504286"
"INE393A01011";"NSE";"DELTAMAGNT"
"INE393P01035";"BSE";"540724"
"INE393P01035";"NSE";"DIAMONDYD"
"INE395H01011";"NSE";"STEELCITY"
"INE395N01027";"NSE";"TVSSCS"
"INE395U01014";"NSE";"NINSYS"
"INE397D01024";"BSE";"532454"
"INE397D01024";"NSE";"BHARTIARTL"
"INE397H01017";"BSE";"532740"
"INE397H01017";"NSE";"LOKESHMACH"
"INE398A01010";"BSE";"523261"
"INE398A01010";"NSE";"VENKEYS"
"INE398B01018";"NSE";"UMIYA-MRO"
"INE398R01022";"BSE";"539268"
"INE398R01022";"NSE";"SYNGENE"
"INE399C01030";"BSE";"532509"
"INE399C01030";"NSE";"SUPRAJIT"
"INE399G01023";"NSE";"RKFORGE"
"INE399K01017";"BSE";"533122"
"INE399K01017";"NSE";"RTNPOWER"
"INE399L01023";"BSE";"542066"
"INE399L01023";"NSE";"ATGL"
"INE401H01017";"BSE";"532732"
"INE401H01017";"NSE";"KKCL"
"INE403Y01018";"NSE";"INNOVANA"
"INE404A01024";"NSE";"ABSLAMC"
"INE405C01035";"BSE";"531633"
"INE405C01035";"NSE";"LINCOLN"
"INE405E01023";"BSE";"532539"
"INE405E01023";"NSE";"UNOMINDA"
"INE406A01037";"BSE";"524804"
"INE406A01037";"NSE";"AUROPHARMA"
"INE406M01024";"BSE";"540596"
"INE406M01024";"NSE";"ERIS"
"INE409B01013";"BSE";"532051"
"INE409B01013";"NSE";"SWELECTES"
"INE410B01037";"BSE";"524200"
"INE410B01037";"NSE";"VINATIORGA"
"INE410P01011";"BSE";"539551"
"INE410P01011";"NSE";"NH"
"INE411B01019";"BSE";"526953"
"INE411B01019";"NSE";"VENUSREM"
"INE411D01015";"BSE";"532143"
"INE411D01015";"NSE";"SKMEGGPROD"
"INE411H01032";"BSE";"532735"
"INE411H01032";"NSE";"RSYSTEMS"
"INE411U01027";"NSE";"BAJAJHCARE"
"INE411Y01011";"NSE";"DIL"
"INE412C01023";"NSE";"JMA"
"INE412G01016";"BSE";"524332"
"INE412G01024";"NSE";"BCLIND"
"INE412U01025";"NSE";"BIGBLOC"
"INE413B01023";"BSE";"509020"
"INE413B01023";"NSE";"RUCHINFRA"
"INE413G01022";"NSE";"TPLPLASTEH"
"INE414A01015";"BSE";"590134"
"INE414A01015";"NSE";"MADRASFERT"
"INE414B01021";"NSE";"ANTGRAPHIC"
"INE414D01019";"BSE";"531719"
"INE414D01027";"NSE";"BHAGCHEM"
"INE414G01012";"BSE";"533398"
"INE414G01012";"NSE";"MUTHOOTFIN"
"INE415A01038";"BSE";"500187"
"INE415A01038";"NSE";"AGI"
"INE415D01024";"BSE";"523229"
"INE415D01024";"NSE";"BHARATSE"
"INE415G01027";"BSE";"542649"
"INE415G01027";"NSE";"RVNL"
"INE415I01015";"BSE";"532967"
"INE415I01015";"NSE";"KIRIINDUS"
"INE416A01036";"BSE";"530943"
"INE416A01044";"NSE";"SABTNL"
"INE416D01022";"BSE";"506197"
"INE416D01022";"NSE";"BLISSGVS"
"INE416L01017";"BSE";"533261"
"INE417B01040";"BSE";"532365"
"INE417B01040";"NSE";"DSSL"
"INE417C01014";"BSE";"539883"
"INE417C01014";"NSE";"PILANIINVS"
"INE417T01026";"NSE";"POLICYBZR"
"INE418H01029";"BSE";"532749"
"INE418H01029";"NSE";"ALLCARGO"
"INE418L01021";"BSE";"543280"
"INE418L01021";"NSE";"NAZARA"
"INE418N01035";"NSE";"ESSENTIA"
"INE419A01022";"NSE";"KOTARISUG"
"INE419D01026";"BSE";"530307"
"INE419D01026";"NSE";"CLSEL"
"INE419M01027";"NSE";"TDPOWERSYS"
"INE419U01012";"BSE";"543227"
"INE419U01012";"NSE";"HAPPSTMNDS"
"INE420B01036";"NSE";"ARIHANTCAP"
"INE420C01059";"NSE";"PAISALO"
"INE421A01028";"BSE";"523204"
"INE421A01028";"NSE";"ABAN"
"INE421C01016";"BSE";"509243"
"INE421C01016";"NSE";"TVSSRICHAK"
"INE421D01022";"BSE";"519600"
"INE421D01022";"NSE";"CCL"
"INE422C01014";"BSE";"504966"
"INE423A01024";"BSE";"512599"
"INE423A01024";"NSE";"ADANIENT"
"INE423Y01016";"NSE";"SBFC"
"INE424C01010";"BSE";"590025"
"INE424C01010";"NSE";"GINNIFILA"
"INE424H01027";"BSE";"532733"
"INE424H01027";"NSE";"SUNTV"
"INE425A01011";"BSE";"513335"
"INE425B01027";"BSE";"532368"
"INE425B01027";"NSE";"BCG"
"INE425Y01011";"BSE";"542333"
"INE425Y01011";"NSE";"RPSGVENT"
"INE426A01027";"BSE";"506235"
"INE426A01027";"NSE";"ALEMBICLTD"
"INE426D01013";"BSE";"509567"
"INE426D01013";"NSE";"GOACARBON"
"INE426Z01016";"NSE";"OBCL"
"INE427F01016";"BSE";"542399"
"INE427F01016";"NSE";"CHALET"
"INE428Q01011";"BSE";"543279"
"INE428Q01011";"NSE";"SURYODAY"
"INE429E01023";"BSE";"523025"
"INE429E01023";"NSE";"SAFARI"
"INE429I01024";"BSE";"532902"
"INE429I01024";"NSE";"CCCL"
"INE430N01022";"NSE";"VISHWARAJ"
"INE431F01018";"NSE";"PKTEA"
"INE435A01028";"BSE";"502330"
"INE435A01051";"NSE";"ANDHRAPAP"
"INE435C01024";"BSE";"505400"
"INE435C01024";"NSE";"TEXINFRA"
"INE435G01025";"BSE";"507717"
"INE435G01025";"NSE";"DHANUKA"
"INE436A01026";"BSE";"500013"
"INE436A01026";"NSE";"ANSALAPI"
"INE437A01024";"BSE";"508869"
"INE437A01024";"NSE";"APOLLOHOSP"
"INE437B01014";"BSE";"500234"
"INE437B01014";"NSE";"KAKATCEM"
"INE438A01022";"BSE";"500877"
"INE438A01022";"NSE";"APOLLOTYRE"
"INE438K01021";"NSE";"KALAMANDIR"
"INE439A01020";"BSE";"515030"
"INE439A01020";"NSE";"ASAHIINDIA"
"INE439E01022";"BSE";"538562"
"INE439E01022";"NSE";"SKIPPER"
"INE439T01012";"NSE";"NITIRAJ"
"INE440A01010";"BSE";"514286"
"INE440A01010";"NSE";"ASHIMASYN"
"INE440L01017";"BSE";"533629"
"INE440L01017";"NSE";"TIJARIA"
"INE442H01029";"BSE";"533271"
"INE442H01029";"NSE";"ASHOKA"
"INE442P01014";"BSE";"537259"
"INE442P01014";"NSE";"SUYOG"
"INE445C01015";"BSE";"590013"
"INE445C01015";"NSE";"XPROINDIA"
"INE446A01025";"NSE";"ATLASCYCLE"
"INE448G01010";"BSE";"537291"
"INE448G01010";"NSE";"NATHBIOGEN"
"INE449A01011";"BSE";"505010"
"INE449A01011";"NSE";"AUTOAXLES"
"INE449C01025";"BSE";"526173"
"INE449G01018";"BSE";"537292"
"INE449G01018";"NSE";"AGRITECH"
"INE450D01021";"BSE";"513519"
"INE450D01021";"NSE";"PITTIENG"
"INE450E01011";"BSE";"524542"
"INE450E01029";"NSE";"SUKHJITS"
"INE450G01024";"BSE";"532613"
"INE450G01024";"NSE";"VIPCLOTHNG"
"INE450U01017";"BSE";"543228"
"INE450U01017";"NSE";"ROUTE"
"INE451A01017";"BSE";"500033"
"INE451A01017";"NSE";"FORCEMOT"
"INE451D01029";"NSE";"RAJRATAN"
"INE451F01024";"NSE";"APOLSINHOT"
"INE451L01014";"BSE";"513554"
